10.2.0.1,10.7.0.1,1,333,0.06376385688781737,False
10.7.0.1,10.8.0.1,1,6,0.003796100616455078,True
10.4.0.1,10.1.0.1,1,6,0.006337165832519531,True
10.6.0.1,10.8.0.1,1,13,0.00842595100402832,True
10.3.0.1,10.1.0.1,1,19,0.01005411148071289,True
10.8.0.1,10.3.0.1,1,33,0.009417057037353516,True
10.5.0.1,10.2.0.1,3,1333,0.2884960174560547,
10.7.0.1,10.4.0.1,1,933,0.21918296813964844,False
10.4.0.1,10.6.0.1,1,33,0.008200883865356445,True
10.5.0.1,10.7.0.1,1,333,0.07148599624633789,False
10.1.0.1,10.3.0.1,1,6,0.007487058639526367,True
10.6.0.1,10.7.0.1,1,133,0.03494691848754883,True
10.2.0.1,10.5.0.1,1,933,0.18546605110168454,False
10.3.0.1,10.6.0.1,2,1333,0.336421012878418,
10.7.0.1,10.8.0.1,1,53,0.016553163528442383,True
10.6.0.1,10.4.0.1,1,53,0.015653133392333984,True
10.3.0.1,10.4.0.1,1,13,0.0029189586639404297,True
10.2.0.1,10.8.0.1,3,8000,1.7186141014099119,
10.2.0.1,10.3.0.1,1,33,0.0015571117401123047,True
10.3.0.1,10.2.0.1,1,6,0.0005810260772705077,True
10.4.0.1,10.3.0.1,1,933,0.209852933883667,False
10.7.0.1,10.1.0.1,1,19,0.002238035202026367,True
10.5.0.1,10.2.0.1,1,6,0.005559206008911133,True
10.1.0.1,10.6.0.1,1,333,0.04660511016845703,False
10.7.0.1,10.2.0.1,2,8000,1.420827865600586,
10.3.0.1,10.6.0.1,1,333,0.035579919815063484,True
10.3.0.1,10.8.0.1,1,6,0.0005939006805419923,True
10.2.0.1,10.4.0.1,1,6,0.014575004577636719,True
10.7.0.1,10.5.0.1,1,33,0.0017311573028564453,True
10.3.0.1,10.1.0.1,2,1333,0.12763094902038574,
10.4.0.1,10.6.0.1,1,6,0.0005872249603271483,True
10.2.0.1,10.8.0.1,2,1333,0.16422605514526367,
10.2.0.1,10.7.0.1,1,53,0.002454996109008789,True
10.3.0.1,10.5.0.1,1,19,0.0011200904846191406,True
10.3.0.1,10.1.0.1,1,333,0.023598909378051758,True
10.8.0.1,10.1.0.1,2,8000,1.003148078918457,
10.3.0.1,10.6.0.1,1,53,0.009950876235961914,True
10.3.0.1,10.6.0.1,1,933,0.07594895362854004,False
10.5.0.1,10.2.0.1,1,33,0.0015120506286621096,True
10.5.0.1,10.3.0.1,1,53,0.0018429756164550781,True
10.4.0.1,10.6.0.1,1,333,0.015302181243896484,True
10.8.0.1,10.1.0.1,1,6,0.004610061645507813,True
10.4.0.1,10.3.0.1,1,53,0.012576818466186523,True
10.4.0.1,10.5.0.1,1,6,0.004031896591186523,True
10.3.0.1,10.1.0.1,1,6,0.0005910396575927733,True
10.3.0.1,10.1.0.1,1,53,0.012258052825927734,True
10.4.0.1,10.5.0.1,1,933,0.22963309288024905,False
10.4.0.1,10.2.0.1,1,6,0.003014087677001953,True
10.6.0.1,10.1.0.1,3,1333,0.3031859397888184,
